id,pop,sex.gonads,sex.x,oto_age,length,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat,long,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1
GOP625,GOULBURN,,,5,346,564,NA,5,2012,1/5/2018,goulburn @ pyke rd,hatchery,Murrumbidgee,goulburn,YES,GP 2018 # GP 890,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1300 metre section at Pyke Road.,Pyke Road,-36.42518,145.36416,1/5/2018,Jason Lieschke; John Mahoney,,348,564,,,,NA,NA,,NA,GP 2018 # GP 890,,,,135156,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.7,1.8,0.2,NA,70,14.2,9.9,96.7,7.38,9.8,0.685,NA,,,4,A,3,NA,GP 2018 # GP 890,,GOP625,GP 2018 # GP 890,GP 2018 # GP 890,135156,GP 2018 # GP 890,Goulburn River,1/5/2018,,GP 2018 # GP 890,135156,135156,15,94,13,15_94_13,G18GP36/135156,1/5/2018,,,GP 2018 # GP 890,G18GP36,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,,0,0.469,0.75,1.079,1.354,1.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,128-G18 GP 36,MAC AMB,128,goul18gp36,135156,346,564,NA,5,2012,1/5/2018,goulburn @ pyke rd,hatchery,Murrumbidgee,goulburn
GOP623,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 889,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 970 metre section at Cemetry Bend.,Cemetery Bend,-36.51719,145.32225,1/5/2018,Jason Lieschke; John Mahoney,,401,1032,,,,NA,NA,,NA,GP 2018 # GP 889,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,2.5,1.4,0.2,NA,74,14.8,10.01,98.8,7.51,27.1,0.74,NA,,,4,G,2,NA,GP 2018 # GP 889,,GOP623,GP 2018 # GP 889,GP 2018 # GP 889,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP799,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,EP FV 2015 # 117,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1600 metre section at Pogues Road.,Pogues,-36.20341,145.26793,3/5/2018,Jason Lieschke; John Mahoney,,468,1542,,,,NA,NA,,NA,EP FV 2015 # 117,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,7,2.5,0.2,NA,74,14.2,9.86,98.2,7.65,6.2,0.69,NA,,,NA,,NA,NA,EP FV 2015 # 117,,GOP799,EP FV 2015 # 117,EP FV 2015 # 117,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP628,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 893,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1300 metre section at Pyke Road.,Pyke Road,-36.42518,145.36416,1/5/2018,Jason Lieschke; John Mahoney,,415,954,,,,NA,NA,,NA,GP 2018 # GP 893,,,,135159,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.7,1.8,0.2,NA,70,14.2,9.9,96.7,7.38,9.8,0.685,NA,,,4,D,3,NA,GP 2018 # GP 893,,GOP628,GP 2018 # GP 893,GP 2018 # GP 893,135159,GP 2018 # GP 893,Goulburn River,1/5/2018,,GP 2018 # GP 893,135159,135159,NA,,NA,,,,,,No sample provided,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP636,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 897,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 980 metre section at Sun Valley Road.,Sun Valley,-36.09522,144.92477,2/5/2018,Jason Lieschke; John Mahoney,,441,1280,,,,NA,NA,,NA,GP 2018 # GP 897,,,,135161,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,8.5,3,0.2,NA,82,15,10.14,101.3,7.58,3.7,0.64,NA,,,4,D,4,NA,GP 2018 # GP 897,,GOP636,GP 2018 # GP 897,GP 2018 # GP 897,135161,GP 2018 # GP 897,Goulburn River,2/5/2018,,GP 2018 # GP 897,135161,135161,NA,,NA,,,,,,No sample provided,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP630,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,EP FV 2015 # 112,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1500 metre section at Zeerust.,Zeerust,-36.29596,145.36639,3/5/2018,Jason Lieschke; John Mahoney,,393,894,,,,NA,NA,,NA,EP FV 2015 # 112,,,,135167,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,7,2.5,0.2,NA,74,14.2,9.86,98.2,7.65,6.2,0.69,NA,,,4,F,3,NA,EP FV 2015 # 112,,GOP630,EP FV 2015 # 112,EP FV 2015 # 112,135167,EP FV 2015 # 112,Goulburn River,3/5/2018,,EP FV 2015 # 112,135167,135167,15,94,18,15_94_18,G18GP29/135167,3/5/2018,,no sample,EP FV 2015 # 112,G18GP29,Tag135168,,delwp,Sectioned otolith,K.Krusic-Golub,1,5,NA,N/A,no section,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP151,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,AS 2017 # AS-073,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished a 2700 metre section downstream Cohuna weir.,,-35.80275,144.22543,3/5/2017,Jason Lieschke; John Mahoney,,578,4150,,,,NA,NA,,NA,AS 2017 # AS-073,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,AS 2017 # AS-073,,GOP151,AS 2017 # AS-073,AS 2017 # AS-073,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP142,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-193,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished from 100 metres to 1300 metres downstream Koondrook weir.,,-35.65627,144.12624,3/5/2017,Jason Lieschke; John Mahoney,,480,1868,,,,NA,NA,,NA,GP 2017 # GP-193,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-193,,GOP142,GP 2017 # GP-193,GP 2017 # GP-193,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP145,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-178,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished from 1300 metres downstream Yarran Creek regulator to 50 metres upstream.,,-35.76514,144.2311,2/5/2017,Jason Lieschke; John Mahoney,,503,2121,,,,NA,NA,,NA,GP 2017 # GP-178,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-178,,GOP145,GP 2017 # GP-178,GP 2017 # GP-178,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP154,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,AS 2017 # AS-076,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished a 700 metre section downstream Gunbower Weir.,,-35.95341,144.37578,4/5/2017,Jason Lieschke; John Mahoney,,550,3821,,,,NA,NA,,NA,AS 2017 # AS-076,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,AS 2017 # AS-076,,GOP154,AS 2017 # AS-076,AS 2017 # AS-076,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP150,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,AS 2017 # AS-072,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished a 2700 metre section downstream Cohuna weir.,,-35.80275,144.22543,3/5/2017,Jason Lieschke; John Mahoney,,503,2730,,,,NA,NA,,NA,AS 2017 # AS-072,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,AS 2017 # AS-072,,GOP150,AS 2017 # AS-072,AS 2017 # AS-072,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP129,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-180,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished from 1 kilometre downstream Chinamans bend to to chinamans bend.,,-35.65354,144.14201,3/5/2017,Jason Lieschke; John Mahoney,,501,1992,,,,NA,NA,,NA,GP 2017 # GP-180,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-180,,GOP129,GP 2017 # GP-180,GP 2017 # GP-180,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP128,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-179,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished from 1 kilometre downstream Chinamans bend to to chinamans bend.,,-35.65354,144.14201,3/5/2017,Jason Lieschke; John Mahoney,,508,2417,,,,NA,NA,,NA,GP 2017 # GP-179,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-179,,GOP128,GP 2017 # GP-179,GP 2017 # GP-179,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP155,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,AS 2017 # AS-077,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished a 700 metre section downstream Gunbower Weir.,,-35.95341,144.37578,4/5/2017,Jason Lieschke; John Mahoney,,522,3517,,,,NA,NA,,NA,AS 2017 # AS-077,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,AS 2017 # AS-077,,GOP155,AS 2017 # AS-077,AS 2017 # AS-077,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP643,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 862,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished from 1050 metres downstream deep creek junction to 100 metres upstream.,Deep Creek,-35.88359,144.35825,17/4/2018,Jason Lieschke; John Mahoney,,187,88,,,,NA,NA,,NA,GP 2018 # GP 862,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.2,2,0.2,NA,114,16.85,7.83,81.4,7.78,6.2,0.71,NA,,,4,C,5,NA,GP 2018 # GP 862,,GOP643,GP 2018 # GP 862,GP 2018 # GP 862,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP156,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-177,Macquaria ambigua,2016-2017,,,,Gunbower Creek,Fished a 1650 metre section downstream headworks.,,-35.99228,144.49307,2/5/2017,Jason Lieschke; John Mahoney,,505,2680,,,,NA,NA,,NA,GP 2017 # GP-177,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-177,,GOP156,GP 2017 # GP-177,GP 2017 # GP-177,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP644,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 861,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished a 1300 metre section downstream Thompsons Weir.,Thompsons,-35.89939,144.34355,16/4/2018,Jason Lieschke; John Mahoney,,595,5004,,,,NA,NA,,NA,GP 2018 # GP 861,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.4,1.6,0.2,NA,126,18.85,9.22,100.9,7.69,10.6,0.76,NA,,,4,D,5,NA,GP 2018 # GP 861,,GOP644,GP 2018 # GP 861,GP 2018 # GP 861,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP638,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 875,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished from 1300 metres downstream Yarran Creek regulator to 50 metres upstream.,Yarran Creek,-35.76514,144.2311,19/4/2018,Jason Lieschke; John Mahoney,,481,2088,,,,NA,NA,,NA,GP 2018 # GP 875,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.2,1.5,0.2,NA,115,17.7,8.53,90,7.6,13.5,0.6,NA,,,4,F,4,NA,GP 2018 # GP 875,,GOP638,GP 2018 # GP 875,GP 2018 # GP 875,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP642,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 874,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished a 2700 metre section downstream Cohuna weir.,Cohuna,-35.80275,144.22543,19/4/2018,Jason Lieschke; John Mahoney,,537,2600,,,,NA,NA,,NA,GP 2018 # GP 874,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4.5,1.5,0.2,NA,115,17.7,8.53,90,7.6,13.5,0.6,NA,,,4,B,5,NA,GP 2018 # GP 874,,GOP642,GP 2018 # GP 874,GP 2018 # GP 874,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP641,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 870,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished a 2700 metre section downstream Cohuna weir.,Cohuna,-35.80275,144.22543,19/4/2018,Jason Lieschke; John Mahoney,,503,2456,,,,NA,NA,,NA,GP 2018 # GP 870,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4.5,1.5,0.2,NA,115,17.7,8.53,90,7.6,13.5,0.6,NA,,,4,A,5,NA,GP 2018 # GP 870,,GOP641,GP 2018 # GP 870,GP 2018 # GP 870,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP645,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 863,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished a 1800 metre section downstream Gunbower Weir.,Gunbower Weir,-35.95341,144.37578,17/4/2018,Jason Lieschke; John Mahoney,,535,3748,,,,NA,NA,,NA,GP 2018 # GP 863,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.4,2,0.2,NA,126,18.85,9.22,100.9,7.69,10.6,0.76,NA,,,4,E,5,NA,GP 2018 # GP 863,,GOP645,GP 2018 # GP 863,GP 2018 # GP 863,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP639,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 868,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished a 2700 metre section downstream Cohuna weir.,Cohuna,-35.80275,144.22543,19/4/2018,Jason Lieschke; John Mahoney,,543,2418,,,,NA,NA,,NA,GP 2018 # GP 868,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Propped - Otolith,4.5,1.5,0.2,NA,115,17.7,8.53,90,7.6,13.5,0.6,NA,,,4,G,4,NA,GP 2018 # GP 868,,GOP639,GP 2018 # GP 868,GP 2018 # GP 868,,GP 2018 # GP 868,Gunbower Creek,19/4/2018,,GP 2018 # GP 868,,,NA,,NA,,,,,,No sample provided,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP646,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 860,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished a 1650 metre section downstream headworks.,Headworks,-35.99228,144.49307,16/4/2018,Jason Lieschke; John Mahoney,,511,2514,,,,NA,NA,,NA,GP 2018 # GP 860,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.6,2.1,0.2,NA,126,18.85,9.22,100.9,7.69,10.6,0.7,NA,,,4,F,5,NA,GP 2018 # GP 860,,GOP646,GP 2018 # GP 860,GP 2018 # GP 860,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP762,GWYDIR,,M,3,336,535,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,Pink73,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,336,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP40,,5,D,8,NA,Pink73,,GOP762,Pink73,,,Pink73,Gwydir,2/5/2018,,,,GWY18#GP40,15,90,32,15_90_32,GWY18#GP40,2/5/2018,0.214,,Pink73,GWY18#GP40,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.542,0.961,1.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.532,261-GWY18# GP40,MAC AMB,261,gwygp40,NA,336,535,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir
GOP763,GWYDIR,,M,3,321,470,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,White87,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,321,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP41,,5,E,8,NA,White87,,GOP763,White87,,,White87,Gwydir,2/5/2018,,,,GWY18#GP41,15,90,33,15_90_33,GWY18#GP41,2/5/2018,0.12,,White87,GWY18#GP41,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,2,WT,,0,0.459,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.243,261-GWY18# GP41,MAC AMB,261,gwygp41,NA,321,470,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir
