"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X496546.50..",0.3333,0.4324,0.2632,0.3636,0.48,0.3667,0.3,0.3636,0.2,0.4074,0.4,0.4,0.375,0.5714,0.3333,0.3333,0.3824,0.3846,0.4545,0.3667,0.2609
"X496650.50..",0.4,0.4324,0.6316,0.5455,0.76,0.4333,0.55,0.6818,0.45,0.4074,0.3333,0.6,0.425,0.2857,1,0.5185,0.5294,0.5385,0.4,0.3667,0.3913
"X496904.8..",0.0417,0.0571,0,0,0,0.069,0,0,0.05,0.0769,0,0,0.025,0,0,0.037,0.0299,0.0526,0,0.0333,0.05
"X496945.57..",0.2727,0.5,0.2632,0.3333,0.2,0.2917,0.4706,0.3182,0.4,0.3913,0.2333,0.35,0.4359,0.2308,0.6667,0.25,0.4091,0.4324,0.5,0.3103,0.381
"X497127.46..",0.25,0.5,0.3684,0.5714,0.3684,0.4444,0.1875,0.5,0.25,0.3913,0.5333,0.5,0.35,0.5,0.4,0.5385,0.3182,0.3235,0.5455,0.5556,0.3158
"X498029.53..",0.16,0.0278,0,0,0.1667,0.0667,0.05,0.2381,0.2,0.037,0.1667,0.2,0.125,0.0714,0,0.037,0.2206,0.0526,0.1818,0.1,0.0435
"X498136.9..",0,0,0,0,0,0,0,0.1818,0.05,0,0.0333,0,0.075,0,0,0.037,0,0.0513,0.2,0.0333,0
"X498158.42..",0,0,0,0,0,0.0333,0,0.0455,0.1,0.037,0.0333,0,0,0,0.1667,0,0.0588,0,0,0,0.087
"X498978.36..",0.48,0.5946,0.4737,0.5455,0.48,0.3333,0.35,0.2727,0.4,0.5926,0.4333,0.3,0.25,0.2143,0.3333,0.4815,0.4118,0.4737,0.6364,0.3333,0.2609
"X499053.46..",0.4167,0.4444,0.3684,0.5,0.48,0.6333,0.35,0.4545,0.4,0.2963,0.3333,0.2,0.45,0.3571,0.3333,0.2222,0.3529,0.4054,0.4545,0.5517,0.3913
"X499716.63..",0.4,0.2432,0.1053,0.0909,0.04,0.3,0.1,0.1364,0.1,0.2222,0.1333,0.25,0.325,0.1429,0,0.1481,0.1471,0.1316,0.2727,0.1333,0.1739
"X499790.17..",0.64,0.6486,0.2632,0.3636,0.44,0.5667,0.3,0.4091,0.65,0.2593,0.4667,0.2,0.6,0.5,0.3333,0.4815,0.3824,0.4872,0.6364,0.6667,0.4783
"X500212.11..",0.56,0.5405,0.5263,0.6364,0.6667,0.3667,0.4,0.6818,0.35,0.4444,0.3333,0.45,0.5,0.3571,0.5,0.3704,0.4559,0.5526,0.4545,0.5333,0.5652
"X500312.17..",0.24,0.2973,0.4211,0.1818,0.6,0.3667,0.5,0.3636,0.45,0.2963,0.3,0.3,0.225,0.2857,0.3333,0.2963,0.3235,0.4359,0.2727,0.4667,0.3478
"X501043.14..",0.44,0.3784,0.4737,0.4545,0.68,0.5333,0.4,0.6818,0.45,0.3333,0.4667,0.65,0.55,0.4286,0.5,0.2963,0.4559,0.5641,0.3636,0.6333,0.4783
"X501383.36..",0,0.1143,0.1579,0,0.0435,0.2069,0.25,0.1818,0.1,0.1154,0.2,0.1667,0.2,0.0769,0.5,0.1852,0.194,0.1389,0.1818,0.1071,0.0952
"X501781.21..",0.24,0.1892,0.4211,0.1818,0.16,0.1667,0,0.1818,0.05,0.2593,0.1333,0.2,0.2,0.2143,0.1667,0.4444,0.1029,0.1282,0.1818,0.1333,0.1739
"X502050.64..",0.24,0.2857,0.0526,0.1818,0.087,0.1379,0.3,0.3182,0.05,0.1111,0.2333,0.1,0.15,0.2143,0,0.0741,0.1471,0.1842,0.1818,0.1333,0.0952
"X503421.11..",0.5,0.3784,0.4737,0.6364,0.84,0.5,0.7,0.7273,0.65,0.5556,0.5667,0.6,0.375,0.8571,0.8333,0.5926,0.5147,0.5789,0.3636,0.4333,0.4783
"X503900.14..",0.04,0.027,0.0526,0.3,0.25,0.0667,0.25,0.2273,0.15,0.1481,0.2,0.05,0.15,0.0714,0,0.1481,0.1912,0.0263,0.0909,0.2,0.0476
"X503957.28..",0.12,0.3333,0.1579,0.1818,0.3043,0.2,0.35,0.2727,0.05,0.1852,0.1333,0.25,0.275,0.2857,0.3333,0.037,0.1471,0.2308,0.0909,0.2,0.3043
"X504486.51..",0.3333,0.2353,0.1579,0.0909,0.0833,0.2069,0.1667,0.1364,0.3,0.1481,0.1667,0.2,0.2,0.0714,0,0.1852,0.1912,0.25,0,0.3103,0.1429
"X505153.60..",0.08,0.1944,0.0526,0.0909,0.1364,0.1333,0.3,0,0.05,0.1111,0.1667,0.1,0.2,0.2143,0.1667,0.0741,0.1324,0.1842,0.0909,0.1333,0.3043
"X505519.60..",0.4783,0.4054,0.3684,NA,0.5909,0.3043,0.3529,0.6818,0.3158,0.3043,0.4333,0.2941,0.3,0.6667,0.6,0.6667,0.5156,0.5676,0.6,0.6333,0.5882
"X506366.30..",0.28,0.1622,0.2105,0.2727,0.24,0.4333,0.15,0.2727,0.25,0.2593,0.4,0.4,0.1,0.1429,0.3333,0.1852,0.25,0.1795,0.3636,0.1333,0.2174
"X506810.40..",0.4583,0.2121,0.5789,0.5714,0.7143,0.625,0.5294,0.6818,0.5,0.5,0.4667,0.55,0.3,0.5385,0.8,0.4583,0.5606,0.5946,0.4545,0.6786,0.45
"X507962.47..",0.24,0.0541,0,0,0.04,0.1667,0,0.0455,0.15,0.1111,0.1,0.05,0.075,0.0714,0,0.0741,0.0294,0.0256,0.1818,0.1333,0.087
"X508942.13..",0,0,0.0526,0.2,0,0.0333,0.05,0,0,0,0,0,0.025,0.0769,0.2,0.037,0.0147,0,0,0.0345,0
"X509033.12..",0.16,0.2162,0.3158,0.1,0.24,0.1667,0.1053,0.0455,0,0.2963,0.1667,0.4,0.225,0.0714,0,0.0741,0.209,0.2632,0.1818,0.1,0.0909
"X509200.58..",0.04,0.027,0.0526,0,0.04,0.0333,0.1,0,0.1,0.037,0.1333,0.05,0.025,0.1429,0,0.037,0.0294,0.1282,0,0.1,0.0435
"X509712.8..",0.4,0.3784,0.3684,0.2727,0.4,0.4,0.35,0.5455,0.15,0.2222,0.2,0.15,0.25,0.2857,0.3333,0.2593,0.3529,0.1842,0.4545,0.4667,0.4783
"X510248.14..",0.0417,0.027,0,0,0.04,0,0.05,0.0909,0.1,0,0,0.1,0.025,0.1429,0,0.037,0.0147,0.1026,0,0.1333,0.0952
"X510633.40..",0.2083,0.3714,0.3684,0.4545,0.4583,0.3,0.5,0.3636,0.4,0.5926,0.4667,0.45,0.225,0.5,0.1667,0.4815,0.3824,0.5385,0.2727,0.4,0.6087
"X510837.43..",0,0.0833,0.1579,0,0.125,0.0333,0.1,0.0455,0.05,0.1111,0.1,0.0526,0.025,0,0,0.0741,0.1176,0.0526,0.0909,0.1333,0.2174
"X511000.33..",0.28,0.3784,0.3684,0.4545,0.4,0.4333,0.5,0.6818,0.45,0.2222,0.4333,0.65,0.15,0.5714,0.3333,0.3704,0.4706,0.4615,0.5455,0.5333,0.3913
"X511150.49..",0.1304,0.2,0.1667,0,0.08,0.1538,0.1111,0,0.1,0.0909,0.0333,0.2632,0.2,0,0.25,0,0.0833,0.0789,0.2222,0.2069,0.1579
"X511349.31..",0.04,0.027,0.0526,0,0.0417,0.0333,0,0.0455,0,0.0741,0.0667,0.05,0.125,0.2143,0,0,0.0588,0.1053,0,0.1333,0.1739
"X511402.51..",0.2,0.2703,0.1053,0.2727,0.28,0.3333,0.35,0.3636,0.3,0.1852,0.2667,0.3,0.225,0.2857,0.3333,0.2963,0.3088,0.2821,0.2727,0.4,0.1739
"X511450.57..",0,0,0.0526,0.0909,0.08,0,0.0526,0.0455,0,0.0385,0.0333,0,0.025,0,0,0.0741,0.0147,0.0256,0,0.0333,0
"X511489.45..",0.2083,0.1143,0.1053,0,0,0.1667,0.15,0.0476,0.2,0.0741,0.0667,0.0526,0.1,0.1429,0.1667,0.1481,0.1471,0.0769,0,0.1,0.05
"X511646.8..",0.28,0.3429,0,0,0.24,0.2333,0.2,0.0909,0.1,0.1111,0.1667,0,0.2,0.1429,0,0.1111,0.1471,0.1795,0.0909,0.1333,0.3913
"X511953.40..",0.08,0.1081,0,0.2727,0.4,0.1333,0.35,0.2273,0.35,0.3333,0.4333,0.4,0.225,0.0714,0.3333,0.2222,0.3235,0.2051,0.2727,0.3,0.1304
"X512884.44..",0.52,0.5676,0.5789,0.2727,0.75,0.4138,0.6,0.6818,0.5,0.4167,0.3667,0.4,0.35,0.5,0.5,0.4615,0.5294,0.5263,0.6364,0.5,0.4
"X513017.50..",0.1905,0,0.2632,0,0.08,0.1071,0,0,0.1,0.087,0.0333,0,0,0,0,0,0.0462,0.0256,0,0.0345,0.1111
"X513196.32..",0.16,0.3514,0.4737,0.2727,0.56,0.5333,0.7,0.4545,0.4,0.2963,0.2667,0.45,0.45,0.4286,0.6667,0.3704,0.6029,0.5128,0.7273,0.5667,0.3478
"X513316.56..",0.2083,0.2,0.3158,0,0.0476,0.1,0.1,0.3636,0.2,0.037,0.2,0.25,0.1,0.2143,0,0.0741,0.0455,0.1316,0.1818,0.0333,0.087
"X514771.40..",0.12,0.0811,0.1579,0.2727,0.28,0.1,0.1,0.2727,0.2,0.1111,0.1667,0.25,0.1,0.0714,0.1667,0.037,0.1324,0.0256,0.0909,0.1,0.1304
"X514872.10..",0.12,0.2973,0.2632,0.2727,0.25,0.2,0.2,0.1905,0.15,0.2593,0.1333,0.35,0.325,0.2143,0,0.2222,0.2941,0.2368,0.0909,0.0667,0.3478
"X515010.43..",0.08,0.0541,0,0.2727,0,0.0333,0.05,0.0909,0,0.037,0.1667,0,0.025,0.0714,0,0.1111,0.0441,0.0769,0.0909,0.0667,0.1739
"X515042.25..",0.0435,0.2973,0.1667,0.125,0.3333,0.3214,0.2632,0.3182,0.4,0.2308,0.2667,0.2105,0.275,0.2857,0.25,0.16,0.3284,0.2895,0.0909,0.2069,0.1579
"X515093.50..",0.1304,0.0857,0.3158,0,0.2381,0.1111,0.1538,0.0909,0.05,0.0833,0.1,0.05,0.1,0.0833,0.3333,0.2308,0.0635,0.25,0.0909,0.0741,0.0556
"X515170.52..",0.0417,0.0571,0.1053,0,0.12,0.1333,0.15,0.0455,0.05,0.2308,0.0333,0,0.15,0,0,0.1481,0.0294,0.1538,0.1818,0.0333,0.0909
"X515312.25..",0.28,0.2432,0,0,0.04,0.2414,0.1111,0.0455,0.05,0.0769,0.1,0,0.2,0,0.2,0.12,0.0588,0.1795,0.0909,0,0.4
"X515464.35..",0.0455,0.1143,0,0,0,0,0.0667,0,0.05,0,0,0,0,0,0,0.04,0.0159,0.0526,0,0,0
"X515743.18..",0.5833,0.2647,0.3125,0.2727,0.4545,0.3103,0.45,0.3,0.4,0.3462,0.4615,0,0.2222,0.3846,0.5,0.32,0.4,0.4571,0.3,0.2222,0.2857
"X516057.12..",0.04,0.027,0.0526,0,0,0,0.05,0,0.05,0,0.0333,0,0.025,0,0,0.0741,0.0147,0.0513,0,0,0.0435
"X516211.16..",0.04,0.0556,0.2105,0,0.1304,0.1,0.15,0.1818,0.05,0.1111,0.1,0.05,0.1,0.0714,0.1667,0.1111,0.1324,0.1026,0.1818,0.0667,0.087
"X516420.20..",0.12,0.1081,0.0526,0,0,0.2,0.05,0.2273,0,0,0.0667,0.05,0.075,0,0.1667,0.037,0.1029,0.0513,0.1818,0.0667,0.0435
"X516800.51..",0,0.027,0.1579,0.1,0.08,0,0.1053,0.1818,0.05,0,0.0667,0.05,0.05,0.0714,0,0.1111,0.0735,0.0769,0,0.0667,0
"X516991.13..",0.25,0.2286,0.0526,0,0.087,0.2667,0.1579,0.1818,0.05,0.0385,0.1333,0.15,0.25,0,0.2,0.1111,0.1912,0.1081,0,0.2414,0.3
"X517115.25..",0.2,0.4324,0.4211,0.3636,0.52,0.1667,0.35,0.5455,0.5,0.3333,0.4667,0.45,0.25,0.5,0.5,0.5556,0.4118,0.5385,0.6364,0.3333,0.3478
"X517142.8..",0.0833,0.1622,0.0526,0.0909,0.12,0.2,0.1,0.2273,0.25,0.1852,0.1333,0.2,0.125,0.0714,0,0.1111,0.0441,0.1538,0.3636,0.1,0.087
"X517542.20..",0.08,0.2778,0.2105,0.0909,0.2,0.1,0.2,0.3636,0.35,0.2593,0.2333,0.15,0.15,0.1429,0.6,0.1481,0.2059,0.3421,0.3636,0.2333,0.3182
"X517785.61..",0.12,0.027,0,0,0,0.0333,0.05,0,0.05,0.037,0.0667,0.05,0.05,0.0714,0,0,0.0147,0,0,0,0.0435
"X518010.53..",0.3636,0.3333,0.4737,0.5,0.48,0.5185,0.4737,0.381,0.5294,0.2692,0.3214,0.55,0.4375,0.25,0.1667,0.4,0.3115,0.3939,0.5556,0.3667,0.5
"X518101.69..",0,0.1081,0,0.0909,0.04,0,0,0,0.15,0.037,0.1,0,0.025,0,0.3333,0.0741,0.0147,0.0513,0,0.1,0
"X518444.27..",0.087,0.027,0,0,0.04,0.0417,0,0.0909,0.05,0,0,0.2,0.05,0,0,0.0417,0.05,0.0541,0.0909,0.0345,0.0588
"X518487.41..",0.56,0.5135,0.4737,0.5455,0.36,0.5,0.5,0.4545,0.3,0.4074,0.2667,0.2,0.475,0.5714,0.3333,0.4815,0.4559,0.5385,0.3636,0.3667,0.4348
"X518625.24..",0.16,0.027,0.2105,0.0909,0.08,0.1333,0,0.1818,0.1,0.0741,0.0667,0.05,0.05,0,0,0.1111,0.0735,0.1026,0.0909,0.1,0
"X518845.33..",0.12,0.1111,0.1579,0.0909,0.375,0.0667,0.2,0.5,0.05,0.1111,0.1,0.05,0.25,0.0714,0,0.1111,0.1471,0.1795,0.1818,0.1667,0.1304
"X519437.50..",0.625,0.5676,0.2632,0.2727,0.32,0.6333,0.35,0.4091,0.35,0.4074,0.3333,0.3,0.35,0.5,0.2,0.4231,0.3529,0.2308,0.4545,0.5,0.3043
"X519504.6..",0.04,0.1892,0.1579,0.1818,0.16,0.0333,0.1,0.0909,0.15,0.1852,0.1333,0.15,0.05,0.2143,0.3333,0.1852,0.1176,0.2051,0.2727,0.1333,0.2174
"X519732.16..",0.44,0.2973,0.3158,0.3636,0.36,0.3,0.25,0.4286,0.45,0.5185,0.3667,0.35,0.3,0.3571,0.5,0.4074,0.3824,0.2632,0.2727,0.2667,0.2381
"X520164.55..",0.04,0.0541,0.2105,0,0,0.1667,0,0.0909,0.1,0.0741,0.1333,0.1,0.05,0.1429,0,0.0741,0.0588,0.0769,0.0909,0.1667,0
"X520495.20..",0.32,0.6216,0.3684,0.4545,0.5417,0.7,0.3,0.6818,0.6,0.4815,0.5,0.45,0.475,0.4286,0.6667,0.4815,0.3971,0.4615,0.5455,0.6,0.5652
"X521367.42..",0.0417,0.027,0.1053,0,0,0.0357,0,0.0455,0.05,0.0417,0.0667,0.1,0.025,0,0,0.1154,0.0152,0.0769,0,0.1333,0
"X522291.38..",0.087,0.0833,0.3158,0.125,0.04,0.2414,0.0588,0.0455,0.05,0.12,0.1333,0,0.125,0.0714,0.1667,0.1852,0.0896,0.1538,0,0.1,0.0526
"X522346.68..",0.1667,0.1714,0.1579,0.0909,0.24,0.2963,0.1053,0.1364,0.1,0.1538,0.2333,0.2632,0.25,0.3571,0.2,0.2308,0.1045,0.1795,0.0909,0.0667,0.3158
"X522481.17..",0.28,0.3514,0.1053,0,0.16,0.2667,0.1,0.1364,0.35,0.1481,0.2667,0.45,0.2,0.0714,0.1667,0.0741,0.1029,0.0513,0.3636,0.2,0.2174
"X522611.23..",0,0.1351,0.0526,0.2727,0,0.1667,0.05,0.0455,0.1,0.037,0.0667,0.05,0.075,0.0714,0,0.037,0.0147,0.1026,0.0909,0.1333,0.1304
"X522655.42..",0.56,0.5946,0.6316,0.5455,0.56,0.3667,0.8,0.3182,0.65,0.3704,0.5,0.65,0.425,0.4286,0.3333,0.4815,0.4559,0.6154,0.2727,0.7667,0.3913
"X522912.59..",0.0833,0.0811,0.1053,0.0909,0,0.1667,0.1,0.0909,0.05,0.037,0,0.1,0.05,0.0714,0.1667,0.1111,0.0735,0,0,0.1,0.1304
"X522977.43..",0.04,0,0.0526,0.0909,0,0.0333,0,0.0909,0.1,0,0.0333,0.15,0.05,0.0714,0,0,0.0294,0,0,0,0
"X523276.25..",0.2,0.2162,0.1579,0.2727,0.12,0.3,0.3,0.1429,0.15,0.2593,0.1667,0.3,0.4,0.4286,0.1667,0.2593,0.3235,0.0769,0.1818,0.2,0.3
"X523489.6..",0,0.0541,0.0526,0,0.04,0.0667,0,0.0909,0.05,0.1111,0.0667,0,0.025,0.0714,0,0.037,0.0441,0.0256,0,0,0.087
"X523688.41..",0,0,0,0,0,0.0667,0,0,0,0.0741,0.0667,0.1,0,0,0,0,0.0294,0,0,0.0333,0.0435
"X524339.26..",0.36,0.4286,0.0526,0.2727,0.2609,0.4,0.15,0.3182,0.45,0.4444,0.5333,0.4,0.375,0.3571,0.3333,0.2593,0.3529,0.4054,0.3636,0.5,0.3478
"X524594.12..",0.52,0.5714,0.6842,0.7273,0.5833,0.5862,0.4,0.5455,0.45,0.5556,0.4,0.3,0.55,0.4286,0.4,0.6667,0.5441,0.5556,0.2,0.5,0.4348
"X524886.23..",0,0.0323,0,0,0.0435,0.0385,0.0556,0.0455,0.1,0,0.0333,0,0.025,0.0833,0,0,0.0455,0.0278,0,0.1034,0
"X525029.45..",0,0.027,0,0,0,0.0667,0.05,0,0,0.1111,0,0,0.1,0,0,0.0741,0.0147,0,0,0,0.0909
"X525238.7..",0.24,0.2432,0.4737,0.3636,0.4,0.1333,0.25,0.4091,0.25,0.2593,0.2,0.4,0.325,0.2143,0.5,0.2593,0.2353,0.2051,0.1818,0.4333,0.3478
"X525441.61..",0.48,0.5946,0.4737,0.3636,0.64,0.5,0.6,0.5,0.55,0.5185,0.5333,0.5,0.525,0.5714,0.6667,0.5556,0.5,0.5789,0.5455,0.5333,0.3913
"X525820.26..",0,0.027,0,0.1818,0,0.0667,0,0.0909,0,0,0,0,0.025,0.0714,0.1667,0.037,0.0294,0.0513,0,0.0333,0.1304
"X525956.49..",0.1739,0.1562,0,0,0.4348,0.2308,0.125,0.1818,0.05,0.1667,0.2333,0.1,0.125,0.0833,0.25,0.1923,0.2031,0.1944,0.1818,0.1379,0.0556
"X526105.67..",0.4583,0.4324,0.1579,0.2727,0.44,0.2667,0.15,0.5909,0.45,0.1481,0.3667,0.4,0.475,0.2143,0.8333,0.2222,0.3088,0.3333,0.2727,0.3103,0.5909
"X526464.22..",0.087,0.1111,0,0,0.04,0.1852,0.2,0.0455,0.1579,0.08,0.1,0.05,0.125,0.1429,0,0.04,0.1045,0.1892,0.1818,0.0714,0.1667
"X526847.33..",0.44,0.2778,0.2105,0.0909,0.1739,0.2333,0.3,0.2273,0.2,0.1852,0,0.15,0.2,0.1429,0.3333,0.1852,0.0735,0.2368,0.0909,0.1667,0.3913
"X526996.54..",0.08,0.0833,0.0526,0,0.2,0,0.15,0.1364,0.05,0.037,0,0.1,0.075,0,0,0.0741,0.0147,0.0513,0,0.1333,0
"X527046.21..",0.0417,0,0,0,0.16,0.0333,0,0.1364,0,0,0.1333,0.1,0,0,0,0,0.0588,0.0513,0,0,0
"X527309.65..",0.08,0.027,0,0,0.08,0.2,0.15,0,0.05,0.1852,0.1,0,0.125,0.1429,0,0.0741,0.1029,0.0513,0,0,0.0435
"X527513.17..",0.16,0.2162,0.1579,0.3636,0.24,0.0667,0.35,0.4091,0.1,0.2222,0.2667,0.15,0.3,0.2143,0.6667,0.2593,0.1471,0.0769,0.1818,0.1,0.4348
"X528082.29..",0.3333,0.2162,0.4737,0.4545,0.56,0.5,0.35,0.619,0.15,0.2963,0.1667,0.15,0.275,0.2143,0.3333,0.3333,0.25,0.1795,0.1818,0.4,0.2174
"X528130.28..",0.28,0.1892,0.2105,0.4545,0.3333,0.3333,0.2,0.3636,0.55,0.1111,0.1,0.3684,0.225,0.3571,0.3333,0.2593,0.2353,0.2821,0.1818,0.1333,0.1739
"X528539.41..",0.12,0.1622,0,0.0909,0.04,0,0.1,0,0.05,0.0741,0,0,0.125,0.0714,0,0.0741,0.0735,0.0256,0,0,0.0435
"X529057.37..",0.4348,0.5882,0.5789,0.7143,0.72,0.7,0.5294,0.5455,0.6,0.5455,0.7586,0.65,0.45,0.3077,0.3333,0.4583,0.4091,0.5,0.6364,0.5417,0.375
"X529113.51..",0.0417,0,0.0526,0,0.0455,0.1,0.05,0.0909,0.1667,0.037,0.1379,0.1667,0.025,0.0769,0,0.0385,0.0294,0,0,0.037,0
"X529406.28..",0.2609,0.5405,0.4737,0.4545,0.6,0.4667,0.35,0.5,0.6,0.4074,0.4667,0.5263,0.65,0.4286,0.8,0.5,0.4412,0.5128,0.9091,0.3333,0.3913
"X529999.27..",0.44,0.5,0.3684,0.6364,0.48,0.4828,0.7,0.4545,0.55,0.5926,0.6333,0.55,0.5,0.3636,0.1667,0.3704,0.4925,0.5429,0.7,0.5,0.5455
"X530161.9..",0.2917,0.027,0.0526,0.1818,0.08,0.1333,0,0.3182,0.15,0.1852,0.2,0.2,0.15,0.1429,0,0.2222,0.0441,0.1026,0,0.1,0.2727
"X530345.36..",0.25,0.4054,0.2632,0.6,0.4762,0.5667,0.4,0.381,0.6,0.5556,0.4,0.5263,0.475,0.7857,0.3333,0.4815,0.4706,0.4167,0.2727,0.5769,0.4348
"X530428.6..",0.2,0.0541,0,0.0909,0.04,0.0333,0.3,0.2727,0.05,0.037,0.0333,0.05,0.05,0.0714,0.1667,0.037,0.1324,0.1026,0.4,0.1667,0
"X530535.17..",0.08,0.0811,0,0.0909,0,0.0333,0.15,0.1364,0,0,0.1,0.15,0.1,0.1429,0,0,0.0441,0.1026,0,0.0667,0.0435
"X531050.59..",0.4,0.3514,0.3684,0.2727,0.44,0.2,0.35,0.2273,0.55,0.2963,0.5,0.4,0.175,0.3571,0.4,0.1481,0.3971,0.2051,0.0909,0.3333,0.1304
"X531106.26..",0.04,0.1351,0.3158,0,0.04,0.2,0.15,0.2727,0.2,0.1852,0.0667,0.15,0.075,0.1429,0,0.1481,0.0735,0.1282,0.2727,0,0.0435
"X531185.47..",0.28,0.2973,0.1053,0.1818,0.08,0.2667,0.2,0.1364,0.3,0.1481,0.2,0.1,0.15,0,0.1667,0.2222,0.1471,0.2308,0.0909,0.2,0.3043
"X531560.52..",0.5833,0.4857,0.4211,0.4545,0.5417,0.5333,0.55,0.3182,0.45,0.4815,0.3667,0.5,0.525,0.3571,0.4,0.4444,0.3824,0.5263,0.2727,0.4333,0.2609
"X531597.51..",0.0417,0,0.0526,0.125,0,0,0,0,0,0.0385,0.0333,0,0.025,0,0,0.037,0.0147,0.0513,0.0909,0,0
"X531739.21..",0.125,0.2162,0.1579,0.1818,0.4,0.2069,0.1579,0.0455,0.15,0.2593,0.1333,0.3,0.175,0.2857,0,0.1111,0.1618,0.1795,0.0909,0.2667,0.2
"X531886.50..",0.1304,0.0857,0,0,0.2174,0.1071,0.05,0.1364,0.1,0.0385,0.2,0.1,0.15,0.2857,0,0.1852,0.0597,0.1579,0.1818,0.1333,0.15
"X532044.31..",0.08,0.0541,0.1053,0.1818,0.12,0.1333,0.05,0.2273,0.1,0.2963,0.0667,0.1,0.05,0.2143,0.1667,0.1852,0.1618,0,0.0909,0.1,0.1304
"X532224.27..",0.25,0.2703,0.0526,0,0.16,0.0667,0.2,0.0455,0.25,0.3704,0.1667,0.1,0.325,0.2143,0,0.1852,0.1324,0.2308,0,0.1333,0.2609
"X532718.32..",0.04,0.1351,0.1053,0.1818,0.04,0.0667,0.15,0.1364,0.2,0.1111,0.0667,0,0.1,0.0714,0.3333,0.1111,0.1324,0.0513,0,0.0333,0.1304
"X533020.20..",0,0.0541,0.1053,0.2727,0.12,0,0.05,0.0909,0.1,0.0741,0.0667,0,0.05,0.0714,0.3333,0.1111,0.1176,0.0256,0,0.0667,0.087
"X533059.23..",0.16,0.2973,0.1053,0.1818,0.28,0.1667,0.3,0.2727,0.2,0.0741,0.2333,0.05,0.075,0.3571,0.5,0.1111,0.1618,0.1579,0.1818,0.2,0.2174
"X533102.26..",0.16,0.2703,0.3158,0.2727,0.24,0.1,0.55,0.5,0.2,0.4815,0.3333,0.2,0.2,0.2143,0.3333,0.2222,0.3824,0.4103,0.0909,0.3667,0.1304
"X533478.16..",0.0417,0.0811,0,0.0909,0.08,0.0667,0.15,0.0909,0.05,0.1111,0.0667,0.05,0.1,0,0.1667,0.0741,0.0735,0.0513,0.2727,0.0333,0.1304
"X533994.59..",0.4,0.1892,0.0526,0.1818,0.28,0.4,0.35,0.3182,0.15,0.1481,0.3333,0.15,0.25,0.2143,0.1667,0.2963,0.2647,0.2308,0.2727,0.3,0.1739
"X534370.57..",0.08,0.1081,0.1579,0.1818,0.44,0.2667,0.35,0.1818,0.15,0.1852,0.1667,0.2,0.225,0.2857,0.3333,0.1852,0.2206,0.2821,0.0909,0.2333,0.1304
"X534825.53..",0.28,0.2162,0.2105,0.3636,0.5833,0.2,0.2,0.2727,0.4,0.1852,0.3333,0.3,0.375,0.3571,0.1667,0.2593,0.3235,0.1282,0.1818,0.3333,0.2609
"X535018.42..",0.4348,0.5405,0.4211,0.4545,0.6,0.4333,0.7,0.6364,0.55,0.4444,0.5,0.75,0.475,0.4286,0.75,0.4074,0.5,0.5128,0.5455,0.7931,0.5
"X535084.21..",0.1739,0.3714,0.3684,0.375,0.4,0.1154,0.1111,0.4091,0.2222,0.2857,0.2667,0.3158,0.3,0.1538,0.5,0.3077,0.1692,0.3421,0.1818,0.3333,0.3684
"X535765.49..",0,0.3611,0,0.0909,0.2273,0.1,0.15,0.2727,0.05,0.037,0.1,0.15,0.1,0.1429,0.2,0.1481,0.1324,0.1316,0.1818,0.0667,0.1
"X535848.52..",0.04,0.0278,0,0.0909,0.087,0,0.05,0,0.05,0.037,0.0333,0,0.025,0,0,0,0.0441,0,0,0.0333,0.087
"X535942.30..",0.04,0.0857,0.2105,0.1818,0.0417,0.0667,0.25,0.2727,0.15,0.0741,0.1333,0.05,0.2,0.1429,0,0.3333,0.2059,0.1026,0.2727,0.2759,0.2381
"X536674.55..",0.4348,0.3056,0.1579,0,0.08,0.2222,0.1667,0.2273,0.25,0.28,0.1667,0.35,0.25,0.2143,0,0.2083,0.1912,0.2308,0.2727,0.2069,0.3529
"X536826.53..",0.32,0.3514,0.1579,0.4545,0.2,0.1667,0.4,0.2273,0.25,0.2222,0.2333,0.2,0.275,0.1429,0.1667,0.3333,0.25,0.3333,0.0909,0.2667,0.1304
"X537159.55..",0.2,0.027,0,0,0,0.1667,0.05,0,0.1,0.037,0.0333,0.05,0.075,0.1429,0,0.037,0.0147,0.1282,0,0,0.087
"X537890.26..",0.625,0.5278,0.6316,0.3,0.7083,0.6429,0.5,0.5455,0.55,0.5,0.3333,0.75,0.55,0.5,0.4,0.56,0.4545,0.5833,0.6364,0.5333,0.5789
"X538052.38..",0.48,0.5135,0.6842,0.4545,0.5417,0.5333,0.5,0.4545,0.5,0.6296,0.5667,0.6,0.325,0.4286,0.5,0.3704,0.4853,0.5263,0.4545,0.3333,0.4348
"X538664.61..",0.5417,0.2973,0.5263,0.2727,0.5417,0.5,0.45,0.5714,0.35,0.5556,0.5,0.5789,0.5,0.2143,0.3333,0.5926,0.4412,0.5897,0.6364,0.4667,0.5652
